Genre,Publication Date,Author,Title,Rating,Ratings Count,Reviews Count,Author Info
GenresMythologyClassicsHistoryNonfictionGreek MythologyReligionGerman Literature ...more,"First published January 1, 1837",Gustav Schwab,Gods and Heroes of Ancient Greece,4.09,"2,200 ratings",113 reviews,Gustav Schwab299 books20 followers
GenresHistorySoviet HistoryNonfictionRussiaRussian HistoryPoliticsSoviet Union ...more,"First published August 11, 1999",J. Arch Getty,"The Road to Terror: Stalin and the Self-Destruction of the Bolsheviks, 1932-1939",3.95,199 ratings,14 reviews,J. Arch Getty9 books24 followers
GenresScience FictionFictionHugo AwardsScience Fiction FantasySpace OperaAudiobookSpeculative Fiction ...more,"First published January 1, 1988",C.J. Cherryh,Cyteen,4.00,"10,365 ratings",437 reviews,"C.J. Cherryh307 books3,373 followers"
GenresFictionHistorical FictionEgyptNovelsClassicsLiteratureAfrica ...more,"First published January 1, 1957",Naguib Mahfouz,قصر الشوق,4.23,"10,397 ratings",969 reviews,Naguib Mahfouz452 books15.2k followers
GenresYoung AdultFictionRealistic FictionMiddle GradeSchoolCulturalChildrens ...more,"First published April 11, 1997",Paul Fleischman,Seedfolks,3.75,"16,289 ratings","2,538 reviews",Paul Fleischman59 books190 followers
GenresFantasyFictionSpeculative FictionScience FictionMythologyQueerCanada ...more,"First published March 21, 1985",Geoff Ryman,The Warrior Who Carried Life,3.51,159 ratings,22 reviews,Geoff Ryman92 books197 followers
GenresNonfictionScienceMathematicsHistoryPhilosophyPhysicsBiography ...more,"First published February 7, 2000",Charles Seife,Zero: The Biography of a Dangerous Idea,3.97,"11,106 ratings","1,039 reviews",Charles Seife12 books159 followers
GenresChristian FictionWesternsChristianHistoricalHistorical FictionFiction,"First published April 1, 1993",Brock Thoene,Shooting Star,3.90,119 ratings,8 reviews,Brock Thoene169 books210 followers
GenresBiographyNonfictionHistoryBiography Memoir19th CenturyHistoricalBooks About Books ...more,"First published January 1, 1994",Juliet Barker,The Brontës,3.97,"5,172 ratings",286 reviews,Juliet Barker43 books136 followers
GenresClassicsChildrensFictionAnimalsFantasyMiddle GradeAdventure ...more,"First published January 1, 1956",Dodie Smith,The 101 Dalmatians,4.12,"37,306 ratings","1,407 reviews","Dodie Smith80 books1,085 followers"
GenresHistoryRussiaTravelNonfictionFranceMemoir19th Century ...more,"First published January 1, 1843",Astolphe de Custine,Journey for Our Time: The Russian Journals of the Marquis De Custine,4.10,399 ratings,56 reviews,Astolphe de Custine58 books17 followers
GenresQueerLGBTLesbianMemoirNonfictionButch Femme,"First published February 1, 1997",Frankie Hucklenbroich,A Crystal Diary,3.79,62 ratings,6 reviews,Frankie Hucklenbroich2 books
GenresRomanceContemporaryParanormalContemporary RomanceErotic RomanceFictionErotica ...more,"First published January 1, 1996",Sara Jarrod,Heaven Above,3.96,143 ratings,35 reviews,Sara Jarrod3 books1 follower
GenresMusicNonfictionBiographyIrelandPop CultureCulturalRock N Roll ...more,"First published January 1, 1995",Bill Flanagan,U2 at the End of the World,4.35,"1,211 ratings",95 reviews,Bill Flanagan36 books32 followers
GenresSpiritualityMysticismReligionPhilosophyNonfictionTheologyChristianity ...more,"First published January 1, 1911",Evelyn Underhill,Mysticism: A Study in the Nature and Development of Spiritual Consciousness,3.92,"2,123 ratings",72 reviews,Evelyn Underhill226 books154 followers
GenresHistoryNonfictionAmerican HistoryReferenceAudiobookPoliticsHistorical ...more,"First published June 10, 1990",Kenneth C. Davis,Don't Know Much about History: Everything You Need to Know about American History But Never Learned,3.87,"8,862 ratings",488 reviews,Kenneth C. Davis80 books391 followers
GenresHistorical FictionHistoricalFictionScotlandAdventureRomanceLiterature ...more,"First published January 1, 1997",Dorothy Dunnett,Caprice and Rondo,4.49,"1,907 ratings",87 reviews,Dorothy Dunnett47 books807 followers
GenresHorrorShort StoriesFictionFantasyAnthologiesThrillerCollections ...more,"First published January 1, 1984",Clive Barker,Books of Blood: Volumes One to Three,4.19,"28,460 ratings",996 reviews,Clive Barker703 books14.1k followers
GenresYoung AdultFictionFantasyMagical RealismLGBTTeenRomance ...more,"First published January 1, 1989",Francesca Lia Block,Weetzie Bat,3.74,"14,861 ratings","1,317 reviews","Francesca Lia Block98 books3,338 followers"
GenresFantasyFictionYoung AdultChildrensAnimalsAdventureMiddle Grade ...more,"First published June 2, 1994",Brian Jacques,The Bellmaker,3.99,"23,659 ratings",312 reviews,"Brian Jacques209 books4,122 followers"
GenresHistorical FictionFictionHistoricalAustraliaAudiobookDramaLiterary Fiction ...more,"First published January 1, 1999",Bryce Courtenay,Solomon's song,4.05,"5,525 ratings",229 reviews,"Bryce Courtenay67 books2,092 followers"
GenresPhilosophyNonfictionEmpiricismAmerican,"First published January 1, 1956",Wilfrid Sellars,Empiricism and the Philosophy of Mind,4.27,307 ratings,27 reviews,Wilfrid Sellars35 books45 followers
GenresScience FictionFictionClassicsFantasyAliensScience Fiction FantasySpeculative Fiction ...more,"First published February 1, 1963",Walter Tevis,The Man Who Fell to Earth,4.05,"14,640 ratings","1,611 reviews","Walter Tevis48 books1,180 followers"
GenresPlaysDramaClassicsSchoolRead For SchoolFeminismFiction ...more,"First published January 1, 1916",Susan Glaspell,Trifles,3.87,"7,102 ratings",486 reviews,Susan Glaspell97 books71 followers
GenresChildrensFictionMiddle GradeContemporaryYoung AdultNovelsRealistic Fiction ...more,"First published January 1, 1995",Jacqueline Wilson,Double Act,3.75,"18,928 ratings",621 reviews,"Jacqueline Wilson331 books4,880 followers"
GenresScience FictionShort StoriesFictionCollectionsFantasyBritish LiteratureSpeculative Fiction ...more,"First published June 1, 1964",J.G. Ballard,The Terminal Beach,3.89,"1,459 ratings",76 reviews,"J.G. Ballard407 books3,807 followers"
GenresTravelNonfictionAudiobookAdventureAfricaTravelogueHumor ...more,"First published January 1, 1992",Michael Palin,Pole to Pole,4.13,"3,317 ratings",161 reviews,"Michael Palin120 books1,102 followers"
GenresNonfiction,"First published February 1, 1975",Bette J. Davis,The World of Mosses,4.00,3 ratings,1 review,Bette J. Davis15 books1 follower
GenresNonfictionHistory,"First published January 1, 1967",Eduardo Galeano,Guatemala. Ensayo general de la violencia en América Latina: Ensayo general de la violencia política en América Latina,4.09,93 ratings,13 reviews,"Eduardo Galeano137 books3,490 followers"
GenresPicture BooksChildrensCanadaFictionMythologyFantasyKids ...more,"First published January 1, 1988",Robert Munsch,A Promise Is a Promise,4.00,"1,636 ratings",88 reviews,"Robert Munsch266 books1,445 followers"
GenresFantasyAnthologiesShort StoriesFictionHorror,"First published October 1, 1994",Loren D. Estleman,Deals with the Devil,3.39,49 ratings,6 reviews,Loren D. Estleman310 books263 followers
GenresClassicsFictionChildrensHistorical FictionMiddle GradeYoung AdultJuvenile ...more,"First published January 1, 1916",Dorothy Canfield Fisher,Understood Betsy,4.22,"14,106 ratings","1,088 reviews",Dorothy Canfield Fisher158 books120 followers
GenresHistorical RomanceRomanceWesternsHistoricalWestern RomanceHistorical FictionFiction ...more,"First published June 1, 1997",Lorraine Heath,Texas Destiny,3.99,"7,839 ratings",806 reviews,"Lorraine Heath72 books4,204 followers"
GenresChildrensPicture BooksScienceNonfictionHealthBiologySchool ...more,"First published January 1, 1989",Joanna Cole,The Magic School Bus Inside the Human Body,4.28,"34,844 ratings",387 reviews,Joanna Cole512 books187 followers
GenresFictionClassicsAfrican AmericanLiteratureRaceCollegeHistorical Fiction ...more,"First published January 1, 1928",Nella Larsen,Quicksand and Passing,3.95,"4,524 ratings",219 reviews,Nella Larsen30 books570 followers
GenresScience FictionFictionFantasyPost ApocalypticDystopiaReligionNovels ...more,"First published August 1, 1976",Philip K. Dick,Deus Irae,3.45,"3,418 ratings",231 reviews,"Philip K. Dick1,757 books20.7k followers"
GenresFictionClassicsBrazilNovelsLiteraturePortuguese LiteratureLatin American ...more,"First published January 1, 1959",Jorge Amado,The Two Deaths of Quincas Wateryell,3.81,"6,628 ratings",943 reviews,"Jorge Amado134 books1,425 followers"
GenresRomanceHistorical RomanceHistoricalRegencyHistorical FictionThrillerSuspense ...more,"First published April 1, 1995",Iris Johansen,Dark Rider,3.77,"1,363 ratings",41 reviews,"Iris Johansen291 books7,035 followers"
GenresFictionClassicsFantasySouthernFairy TalesNovelsRetellings ...more,"First published January 1, 1942",Eudora Welty,The Robber Bridegroom,3.53,"1,514 ratings",193 reviews,Eudora Welty211 books928 followers
GenresFictionYoung AdultHorrorRomanceGothicThrillerAdult ...more,"First published September 1, 1999",V.C. Andrews,Jade,3.74,"3,431 ratings",51 reviews,"V.C. Andrews380 books8,385 followers"
GenresFantasyFictionChildrensYoung AdultMiddle GradeScience FictionParanormal ...more,"First published July 1, 1980",Willo Davis Roberts,The Girl with the Silver Eyes,4.02,"10,569 ratings",807 reviews,Willo Davis Roberts130 books129 followers
GenresFictionShort StoriesItalian LiteratureClassicsItalyLiterature20th Century ...more,"First published January 1, 1958",Italo Calvino,Difficult Loves,3.91,"11,136 ratings",783 reviews,"Italo Calvino512 books8,161 followers"
GenresScience FictionFictionDystopiaFantasySpeculative FictionLGBTQueer ...more,"First published October 1, 1989",Geoff Ryman,The Child Garden,3.66,"1,521 ratings",158 reviews,Geoff Ryman92 books197 followers
GenresBiographyHistoryNonfictionChildrens,"First published January 1, 1965",Ann McGovern,Runaway Slave:  The Story of Harriet Tubman,4.05,55 ratings,13 reviews,Ann McGovern93 books45 followers
GenresScienceNonfictionBiologyHistoryBiographyMemoirGenetics ...more,"First published January 1, 1968",James D. Watson,The Double Helix,3.85,"19,198 ratings","1,145 reviews",James D. Watson84 books295 followers
GenresChristian FictionWesternsHistoricalHistorical FictionChristianCivil WarFiction,"First published March 1, 1992",Brock Thoene,Cannons of the Comstock,3.84,147 ratings,6 reviews,Brock Thoene169 books210 followers
GenresNovelsLiteratureFictionEgypt,"First published January 1, 1998",محمد البساطي,صخب البحيرة,3.37,430 ratings,76 reviews,محمد البساطي38 books213 followers
GenresBiographySpainHistoryNonfictionSpanish Literature,"First published January 1, 1934",Manuel Chaves Nogales,"Juan Belmonte, matador de toros: Su vida y sus hazañas",4.53,963 ratings,107 reviews,Manuel Chaves Nogales65 books115 followers
GenresTime TravelRomanceHistorical RomancePiratesHistoricalTime Travel RomanceFantasy,"First published April 23, 1995",Nancy Block,Once upon a Pirate,4.12,60 ratings,8 reviews,Nancy Block1 book3 followers
GenresNonfictionFolkloreUrban LegendsHorrorHistoryReferenceSociology ...more,"First published January 1, 1981",Jan Harold Brunvand,The Vanishing Hitchhiker: American Urban Legends and Their Meanings,3.73,985 ratings,108 reviews,Jan Harold Brunvand42 books65 followers
GenresAcademicNonfictionHistoryEducationResearchSchool,"First published February 26, 1987",James A. Berlin,"Rhetoric and Reality: Writing Instruction in American Colleges, 1900 - 1985",3.77,107 ratings,16 reviews,James A. Berlin5 books3 followers
GenresPhilosophyReligionTheologyChristianityChristianAtheismMetaphysics ...more,"First published January 1, 1979",Richard Swinburne,The Existence of God,3.89,174 ratings,20 reviews,Richard Swinburne37 books130 followers
GenresFantasyFictionHumorComedyScience Fiction FantasyMagicAdventure ...more,"First published January 1, 1986",Terry Pratchett,The Light Fantastic,4.00,"155,941 ratings","5,582 reviews",Terry Pratchett402 books43.6k followers
GenresComicsGraphic NovelsBatmanDc ComicsComic BookGraphic Novels ComicsFiction ...more,"First published October 1, 2000",Jeph Loeb,Batman: Dark Victory,4.16,"33,504 ratings","1,220 reviews","Jeph Loeb1,510 books1,234 followers"
GenresSociologyNonfictionAnthropologyEthnographyHistoryUrban StudiesCities ...more,"First published January 1, 1943",William Foote Whyte,Street Corner Society: The Social Structure of an Italian Slum,3.87,287 ratings,20 reviews,William Foote Whyte56 books5 followers
GenresHorrorFictionFantasyNovellaClassicsSupernaturalParanormal ...more,"First published November 1, 1986",Clive Barker,The Hellbound Heart,4.07,"59,508 ratings","4,167 reviews",Clive Barker703 books14.1k followers
GenresFictionThrillerEspionageMysteryHistorical FictionSuspenseFrance ...more,"First published January 1, 1941",Helen MacInnes,Assignment in Brittany,4.01,"2,034 ratings",158 reviews,Helen MacInnes59 books234 followers
GenresFantasyFictionYoung AdultChildrensAnimalsAdventureMiddle Grade ...more,"First published January 1, 1996",Brian Jacques,Pearls of Lutra,4.03,"21,876 ratings",281 reviews,"Brian Jacques209 books4,122 followers"
GenresChildrensPicture BooksFictionClassicsPoetryKidsFantasy ...more,"First published January 1, 1963",Dr. Seuss,Dr. Seuss's ABC,4.12,"48,849 ratings","1,653 reviews",Dr. Seuss941 books17.8k followers
GenresWritingNonfictionTheoryFilmLiterary CriticismCriticismPhilosophy ...more,"First published January 1, 1978",Seymour Chatman,Story and Discourse:  Narrative Structure in Fiction and Film,3.81,286 ratings,28 reviews,Seymour Chatman20 books3 followers
GenresYoung AdultFictionIndiaHistorical FictionFantasyMiddle GradeAsia ...more,"First published January 1, 2000",Suzanne Fisher Staples,Shiva's Fire,3.99,"1,777 ratings",152 reviews,Suzanne Fisher Staples16 books123 followers
GenresChildrensPicture BooksFictionHumorClassicsKidsJuvenile ...more,"First published January 1, 1963",Peggy Parish,Amelia Bedelia,4.19,"90,542 ratings","1,262 reviews",Peggy Parish128 books611 followers
GenresFictionClassicsAmericanNovellaLiteratureNovels20th Century ...more,"First published January 1, 1912",Willa Cather,Alexander's Bridge,3.41,"1,794 ratings",266 reviews,"Willa Cather798 books2,438 followers"
GenresHistoryHealthHerbsNonfictionScienceSchoolGardening ...more,"First published October 1, 1991",Barbara Griggs,Green Pharmacy: The History and Evolution of Western Herbal Medicine,4.26,150 ratings,14 reviews,Barbara Griggs18 books4 followers
GenresFictionComing Of AgeNovelsLiteratureAdult FictionContemporaryChick Lit ...more,"First published December 12, 1986",Mona Simpson,Anywhere but Here,3.56,"3,161 ratings",292 reviews,Mona Simpson30 books396 followers
GenresFictionShort StoriesClassicsLiteratureMagical RealismLatin AmericanSpanish Literature ...more,"First published January 1, 1935",Jorge Luis Borges,A Universal History of Iniquity,3.91,"10,396 ratings",800 reviews,"Jorge Luis Borges1,837 books13k followers"
GenresNonfictionHistoryQueerNew YorkMemoirEssaysLGBT ...more,"First published January 1, 1999",Samuel R. Delany,"Times Square Red, Times Square Blue",4.18,"1,990 ratings",204 reviews,"Samuel R. Delany279 books2,078 followers"
